id,type,name,title,width,height,year,commonsUrl,originalUrl,thumbUrl,license,licenseUrl,artist,date,source
"34","고지대 전경","Seoul CBD near Jongro near Jonggak station","File:Seoul CBD near Jongro near Jonggak station.jpg","4000","2252","2025","https://commons.wikimedia.org/wiki/File%3ASeoul_CBD_near_Jongro_near_Jonggak_station.jpg","https://upload.wikimedia.org/wikipedia/commons/9/91/Seoul_CBD_near_Jongro_near_Jonggak_station.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Seoul_CBD_near_Jongro_near_Jonggak_station.jpg/960px-Seoul_CBD_near_Jongro_near_Jonggak_station.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail","CC0","http://creativecommons.org/publicdomain/zero/1.0/deed.en","DtSeoul","2025-12-06","search: Seoul cityscape filetype:bitmap"
"35","고지대 전경","Seoul CBD along Sejongdaero","File:Seoul CBD along Sejongdaero.jpg","4000","2252","2025","https://commons.wikimedia.org/wiki/File%3ASeoul_CBD_along_Sejongdaero.jpg","https://upload.wikimedia.org/wikipedia/commons/0/09/Seoul_CBD_along_Sejongdaero.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Seoul_CBD_along_Sejongdaero.jpg/960px-Seoul_CBD_along_Sejongdaero.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail","CC0","http://creativecommons.org/publicdomain/zero/1.0/deed.en","DtSeoul","2025-12-06","search: Seoul cityscape filetype:bitmap"
"36","고지대 전경","Seoul CBD along Jongro near Gwanghwamun post office","File:Seoul CBD along Jongro near Gwanghwamun post office.jpg","4000","2252","2025","https://commons.wikimedia.org/wiki/File%3ASeoul_CBD_along_Jongro_near_Gwanghwamun_post_office.jpg","https://upload.wikimedia.org/wikipedia/commons/7/7c/Seoul_CBD_along_Jongro_near_Gwanghwamun_post_office.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Seoul_CBD_along_Jongro_near_Gwanghwamun_post_office.jpg/960px-Seoul_CBD_along_Jongro_near_Gwanghwamun_post_office.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail","CC0","http://creativecommons.org/publicdomain/zero/1.0/deed.en","DtSeoul","2025-12-06","search: Seoul cityscape filetype:bitmap"
"37","고지대 전경","Seoul CBD along Jongro near Gwanghwamun station","File:Seoul CBD along Jongro near Gwanghwamun station.jpg","4000","2252","2025","https://commons.wikimedia.org/wiki/File%3ASeoul_CBD_along_Jongro_near_Gwanghwamun_station.jpg","https://upload.wikimedia.org/wikipedia/commons/3/32/Seoul_CBD_along_Jongro_near_Gwanghwamun_station.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Seoul_CBD_along_Jongro_near_Gwanghwamun_station.jpg/960px-Seoul_CBD_along_Jongro_near_Gwanghwamun_station.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail","CC0","http://creativecommons.org/publicdomain/zero/1.0/deed.en","DtSeoul","2025-12-06","search: Seoul cityscape filetype:bitmap"
"38","고지대 전경","Seoul CBD along Euljiro near Lotte Hotel Seoul","File:Seoul CBD along Euljiro near Lotte Hotel Seoul.jpg","4000","2252","2025","https://commons.wikimedia.org/wiki/File%3ASeoul_CBD_along_Euljiro_near_Lotte_Hotel_Seoul.jpg","https://upload.wikimedia.org/wikipedia/commons/6/62/Seoul_CBD_along_Euljiro_near_Lotte_Hotel_Seoul.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Seoul_CBD_along_Euljiro_near_Lotte_Hotel_Seoul.jpg/960px-Seoul_CBD_along_Euljiro_near_Lotte_Hotel_Seoul.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail","CC0","http://creativecommons.org/publicdomain/zero/1.0/deed.en","DtSeoul","2025-12-06","search: Seoul cityscape filetype:bitmap"
"39","고지대 전경","Green skyline (10111135456)","File:Green skyline (10111135456).jpg","2296","1352","2023","https://commons.wikimedia.org/wiki/File%3AGreen_skyline_(10111135456).jpg","https://upload.wikimedia.org/wikipedia/commons/6/64/Green_skyline_%2810111135456%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Green_skyline_%2810111135456%29.jpg/960px-Green_skyline_%2810111135456%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail","CC BY 2.0","https://creativecommons.org/licenses/by/2.0","cloud.shepherd","2023-05-09 10:06:09","search: Seoul skyline filetype:bitmap"
"40","고지대 전경","Seoul","File:Seoul (175734251) (cropped).jpg","2048","841","2023","https://commons.wikimedia.org/wiki/File%3ASeoul_(175734251)_(cropped).jpg","https://upload.wikimedia.org/wikipedia/commons/c/c7/Seoul_%28175734251%29_%28cropped%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Seoul_%28175734251%29_%28cropped%29.jpg/960px-Seoul_%28175734251%29_%28cropped%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0","Joon Kyu Park","2023-10-21 06:00:23","Category:Skylines in Seoul"
"41","고지대 전경","Seoul Night Skyline 2022","File:Seoul Night Skyline 2022.jpg","1278","962","2022","https://commons.wikimedia.org/wiki/File%3ASeoul_Night_Skyline_2022.jpg","https://upload.wikimedia.org/wikipedia/commons/2/2e/Seoul_Night_Skyline_2022.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Seoul_Night_Skyline_2022.jpg/960px-Seoul_Night_Skyline_2022.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0","Takipoint123","2022-08-18","search: Seoul cityscape filetype:bitmap"
"42","도시 전경","세상을 바꾸는 청년들 입주 건물 전경","File:세상을 바꾸는 청년들 입주 건물 전경.jpg","800","1075","2023","https://commons.wikimedia.org/wiki/File%3A%EC%84%B8%EC%83%81%EC%9D%84_%EB%B0%94%EA%BE%B8%EB%8A%94_%EC%B2%AD%EB%85%84%EB%93%A4_%EC%9E%85%EC%A3%BC_%EA%B1%B4%EB%AC%BC_%EC%A0%84%EA%B2%BD.jpg","https://upload.wikimedia.org/wikipedia/commons/6/67/%EC%84%B8%EC%83%81%EC%9D%84_%EB%B0%94%EA%BE%B8%EB%8A%94_%EC%B2%AD%EB%85%84%EB%93%A4_%EC%9E%85%EC%A3%BC_%EA%B1%B4%EB%AC%BC_%EC%A0%84%EA%B2%BD.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","https://upload.wikimedia.org/wikipedia/commons/6/67/%EC%84%B8%EC%83%81%EC%9D%84_%EB%B0%94%EA%BE%B8%EB%8A%94_%EC%B2%AD%EB%85%84%EB%93%A4_%EC%9E%85%EC%A3%BC_%EA%B1%B4%EB%AC%BC_%EC%A0%84%EA%B2%BD.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0","Sanjivasangata","2023-02-18","Category:Yeouido"
"43","한강 축","N Seoul Tower and Raemian Caelitus","File:N Seoul Tower and Raemian Caelitus.jpg","6000","4000","2021","https://commons.wikimedia.org/wiki/File%3AN_Seoul_Tower_and_Raemian_Caelitus.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a2/N_Seoul_Tower_and_Raemian_Caelitus.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/N_Seoul_Tower_and_Raemian_Caelitus.jpg/960px-N_Seoul_Tower_and_Raemian_Caelitus.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail","CC BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0","Matt Kieffer","2021-08-07 03:13:22","search: Seoul panorama filetype:bitmap"
"44","한강 축","Westward view from Lotte World Tower","File:Westward view from Lotte World Tower.jpg","5860","3896","2020","https://commons.wikimedia.org/wiki/File%3AWestward_view_from_Lotte_World_Tower.jpg","https://upload.wikimedia.org/wikipedia/commons/c/c3/Westward_view_from_Lotte_World_Tower.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Westward_view_from_Lotte_World_Tower.jpg/960px-Westward_view_from_Lotte_World_Tower.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0","Tristan Surtel","2020-04-03 12:58:57","Category:Views from Lotte World Tower"
"45","한강 축","Northward view from Lotte World Tower","File:Northward view from Lotte World Tower.jpg","5811","3864","2020","https://commons.wikimedia.org/wiki/File%3ANorthward_view_from_Lotte_World_Tower.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a5/Northward_view_from_Lotte_World_Tower.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Northward_view_from_Lotte_World_Tower.jpg/960px-Northward_view_from_Lotte_World_Tower.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0","Tristan Surtel","2020-04-04 10:16:34","Category:Views from Lotte World Tower"
"46","한강 축","Han River seen from Lotte World Tower","File:Han River seen from Lotte World Tower.jpg","5729","3809","2020","https://commons.wikimedia.org/wiki/File%3AHan_River_seen_from_Lotte_World_Tower.jpg","https://upload.wikimedia.org/wikipedia/commons/8/8a/Han_River_seen_from_Lotte_World_Tower.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Han_River_seen_from_Lotte_World_Tower.jpg/960px-Han_River_seen_from_Lotte_World_Tower.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0","Tristan Surtel","2020-04-04 11:20:34","Category:Views from Lotte World Tower"
"47","한강 축","Yeouido Hangang Park seen from Dangsan Railway Bridge","File:Yeouido Hangang Park seen from Dangsan Railway Bridge.jpg","4000","3000","2023","https://commons.wikimedia.org/wiki/File%3AYeouido_Hangang_Park_seen_from_Dangsan_Railway_Bridge.jpg","https://upload.wikimedia.org/wikipedia/commons/f/fe/Yeouido_Hangang_Park_seen_from_Dangsan_Railway_Bridge.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Yeouido_Hangang_Park_seen_from_Dangsan_Railway_Bridge.jpg/960px-Yeouido_Hangang_Park_seen_from_Dangsan_Railway_Bridge.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0","Ox1997cow","2023-03-28 11:14:35","Category:Yeouido"
"48","한강 축","Namsan and Han River 2022","File:Namsan and Han River 2022.jpg","4000","3000","2022","https://commons.wikimedia.org/wiki/File%3ANamsan_and_Han_River_2022.jpg","https://upload.wikimedia.org/wikipedia/commons/c/c4/Namsan_and_Han_River_2022.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Namsan_and_Han_River_2022.jpg/960px-Namsan_and_Han_River_2022.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0","Ox1997cow","2022-12-08 11:08:27","search: Han River Seoul panorama filetype:bitmap"
"49","한강 축","Yeouido river view","File:Yeouido river view.png","795","439","2020","https://commons.wikimedia.org/wiki/File%3AYeouido_river_view.png","https://upload.wikimedia.org/wikipedia/commons/c/ca/Yeouido_river_view.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","https://upload.wikimedia.org/wikipedia/commons/c/ca/Yeouido_river_view.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0","Brit in Seoul","2020-09-07","Category:Yeouido"
"50","고지대 전경","Cityscape (14501260581)","File:Cityscape (14501260581).jpg","7360","4912","2023","https://commons.wikimedia.org/wiki/File%3ACityscape_(14501260581).jpg","https://upload.wikimedia.org/wikipedia/commons/f/fe/Cityscape_%2814501260581%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Cityscape_%2814501260581%29.jpg/960px-Cityscape_%2814501260581%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail","CC BY 2.0","https://creativecommons.org/licenses/by/2.0","cloud.shepherd","2023-05-09 10:06:18","search: Seoul cityscape filetype:bitmap"
"51","고지대 전경","Cityscape of Jung-gu Seoul Tongil-ro and Sejong-daero junction 20240219","File:Cityscape of Jung-gu Seoul Tongil-ro and Sejong-daero junction 20240219.jpg","4080","3072","2024","https://commons.wikimedia.org/wiki/File%3ACityscape_of_Jung-gu_Seoul_Tongil-ro_and_Sejong-daero_junction_20240219.jpg","https://upload.wikimedia.org/wikipedia/commons/8/87/Cityscape_of_Jung-gu_Seoul_Tongil-ro_and_Sejong-daero_junction_20240219.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Cityscape_of_Jung-gu_Seoul_Tongil-ro_and_Sejong-daero_junction_20240219.jpg/960px-Cityscape_of_Jung-gu_Seoul_Tongil-ro_and_Sejong-daero_junction_20240219.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail","CC BY 4.0","https://creativecommons.org/licenses/by/4.0","Sean Young (@assanges)","2024-02-19 13:50:42","search: Seoul cityscape filetype:bitmap"
"52","고지대 전경","Nissan Skyline R34 GT-R GF-BNR34 White (10)","File:Nissan Skyline R34 GT-R GF-BNR34 White (10).jpg","4000","3000","2025","https://commons.wikimedia.org/wiki/File%3ANissan_Skyline_R34_GT-R_GF-BNR34_White_(10).jpg","https://upload.wikimedia.org/wikipedia/commons/e/e0/Nissan_Skyline_R34_GT-R_GF-BNR34_White_%2810%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Nissan_Skyline_R34_GT-R_GF-BNR34_White_%2810%29.jpg/960px-Nissan_Skyline_R34_GT-R_GF-BNR34_White_%2810%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0","Damian B Oh","2025-04-11 13:58:21","search: Seoul skyline filetype:bitmap"
"53","고지대 전경","Nissan Skyline R34 GT-R GF-BNR34 White (7)","File:Nissan Skyline R34 GT-R GF-BNR34 White (7).jpg","3954","2966","2025","https://commons.wikimedia.org/wiki/File%3ANissan_Skyline_R34_GT-R_GF-BNR34_White_(7).jpg","https://upload.wikimedia.org/wikipedia/commons/c/cf/Nissan_Skyline_R34_GT-R_GF-BNR34_White_%287%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Nissan_Skyline_R34_GT-R_GF-BNR34_White_%287%29.jpg/960px-Nissan_Skyline_R34_GT-R_GF-BNR34_White_%287%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0","Damian B Oh","2025-04-11 13:57:44","search: Seoul skyline filetype:bitmap"
"54","고지대 전경","Nissan Skyline R32 GT-R E-BNR32 Crystal White (4)","File:Nissan Skyline R32 GT-R E-BNR32 Crystal White (4).jpg","3936","2952","2025","https://commons.wikimedia.org/wiki/File%3ANissan_Skyline_R32_GT-R_E-BNR32_Crystal_White_(4).jpg","https://upload.wikimedia.org/wikipedia/commons/2/20/Nissan_Skyline_R32_GT-R_E-BNR32_Crystal_White_%284%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Nissan_Skyline_R32_GT-R_E-BNR32_Crystal_White_%284%29.jpg/960px-Nissan_Skyline_R32_GT-R_E-BNR32_Crystal_White_%284%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0","Damian B Oh","2025-04-11 13:58:45","search: Seoul skyline filetype:bitmap"
"55","고지대 전경","Nissan Skyline R34 GT-R GF-BNR34 White (4)","File:Nissan Skyline R34 GT-R GF-BNR34 White (4).jpg","3936","2952","2025","https://commons.wikimedia.org/wiki/File%3ANissan_Skyline_R34_GT-R_GF-BNR34_White_(4).jpg","https://upload.wikimedia.org/wikipedia/commons/5/5b/Nissan_Skyline_R34_GT-R_GF-BNR34_White_%284%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Nissan_Skyline_R34_GT-R_GF-BNR34_White_%284%29.jpg/960px-Nissan_Skyline_R34_GT-R_GF-BNR34_White_%284%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0","Damian B Oh","2025-04-11 13:57:06","search: Seoul skyline filetype:bitmap"
"56","고지대 전경","Nissan Skyline R34 GT-R GF-BNR34 White (6)","File:Nissan Skyline R34 GT-R GF-BNR34 White (6).jpg","3930","2947","2025","https://commons.wikimedia.org/wiki/File%3ANissan_Skyline_R34_GT-R_GF-BNR34_White_(6).jpg","https://upload.wikimedia.org/wikipedia/commons/3/3f/Nissan_Skyline_R34_GT-R_GF-BNR34_White_%286%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Nissan_Skyline_R34_GT-R_GF-BNR34_White_%286%29.jpg/960px-Nissan_Skyline_R34_GT-R_GF-BNR34_White_%286%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0","Damian B Oh","2025-04-11 13:57:40","search: Seoul skyline filetype:bitmap"
"57","고지대 전경","Nissan Skyline R34 GT-R GF-BNR34 White (3)","File:Nissan Skyline R34 GT-R GF-BNR34 White (3).jpg","3925","2944","2025","https://commons.wikimedia.org/wiki/File%3ANissan_Skyline_R34_GT-R_GF-BNR34_White_(3).jpg","https://upload.wikimedia.org/wikipedia/commons/6/68/Nissan_Skyline_R34_GT-R_GF-BNR34_White_%283%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Nissan_Skyline_R34_GT-R_GF-BNR34_White_%283%29.jpg/960px-Nissan_Skyline_R34_GT-R_GF-BNR34_White_%283%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0","Damian B Oh","2025-04-11 13:57:02","search: Seoul skyline filetype:bitmap"
"58","고지대 전경","Nissan Skyline R34 GT-R GF-BNR34 White (8)","File:Nissan Skyline R34 GT-R GF-BNR34 White (8).jpg","3922","2941","2025","https://commons.wikimedia.org/wiki/File%3ANissan_Skyline_R34_GT-R_GF-BNR34_White_(8).jpg","https://upload.wikimedia.org/wikipedia/commons/1/14/Nissan_Skyline_R34_GT-R_GF-BNR34_White_%288%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Nissan_Skyline_R34_GT-R_GF-BNR34_White_%288%29.jpg/960px-Nissan_Skyline_R34_GT-R_GF-BNR34_White_%288%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0","Damian B Oh","2025-04-11 13:58:02","search: Seoul skyline filetype:bitmap"
"59","고지대 전경","Nissan Skyline R34 GT-R GF-BNR34 White (9)","File:Nissan Skyline R34 GT-R GF-BNR34 White (9).jpg","3916","2937","2025","https://commons.wikimedia.org/wiki/File%3ANissan_Skyline_R34_GT-R_GF-BNR34_White_(9).jpg","https://upload.wikimedia.org/wikipedia/commons/e/e9/Nissan_Skyline_R34_GT-R_GF-BNR34_White_%289%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Nissan_Skyline_R34_GT-R_GF-BNR34_White_%289%29.jpg/960px-Nissan_Skyline_R34_GT-R_GF-BNR34_White_%289%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0","Damian B Oh","2025-04-11 13:58:05","search: Seoul skyline filetype:bitmap"
"60","고지대 전경","Nissan Skyline R32 GT-R E-BNR32 Crystal White (3)","File:Nissan Skyline R32 GT-R E-BNR32 Crystal White (3).jpg","3907","2931","2025","https://commons.wikimedia.org/wiki/File%3ANissan_Skyline_R32_GT-R_E-BNR32_Crystal_White_(3).jpg","https://upload.wikimedia.org/wikipedia/commons/d/df/Nissan_Skyline_R32_GT-R_E-BNR32_Crystal_White_%283%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Nissan_Skyline_R32_GT-R_E-BNR32_Crystal_White_%283%29.jpg/960px-Nissan_Skyline_R32_GT-R_E-BNR32_Crystal_White_%283%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0","Damian B Oh","2025-04-11 13:58:42","search: Seoul skyline filetype:bitmap"
"61","고지대 전경","Nissan Skyline R34 GT-R GF-BNR34 White (2)","File:Nissan Skyline R34 GT-R GF-BNR34 White (2).jpg","3889","2916","2025","https://commons.wikimedia.org/wiki/File%3ANissan_Skyline_R34_GT-R_GF-BNR34_White_(2).jpg","https://upload.wikimedia.org/wikipedia/commons/7/70/Nissan_Skyline_R34_GT-R_GF-BNR34_White_%282%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Nissan_Skyline_R34_GT-R_GF-BNR34_White_%282%29.jpg/960px-Nissan_Skyline_R34_GT-R_GF-BNR34_White_%282%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0","Damian B Oh","2025-04-11 13:56:54","search: Seoul skyline filetype:bitmap"
"62","고지대 전경","Nissan Skyline R32 GT-R E-BNR32 Crystal White (1)","File:Nissan Skyline R32 GT-R E-BNR32 Crystal White (1).jpg","3887","2915","2025","https://commons.wikimedia.org/wiki/File%3ANissan_Skyline_R32_GT-R_E-BNR32_Crystal_White_(1).jpg","https://upload.wikimedia.org/wikipedia/commons/8/85/Nissan_Skyline_R32_GT-R_E-BNR32_Crystal_White_%281%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Nissan_Skyline_R32_GT-R_E-BNR32_Crystal_White_%281%29.jpg/960px-Nissan_Skyline_R32_GT-R_E-BNR32_Crystal_White_%281%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0","Damian B Oh","2025-04-11 13:59:03","search: Seoul skyline filetype:bitmap"
"63","고지대 전경","Nissan Skyline R34 GT-R GF-BNR34 White (5)","File:Nissan Skyline R34 GT-R GF-BNR34 White (5).jpg","3867","2900","2025","https://commons.wikimedia.org/wiki/File%3ANissan_Skyline_R34_GT-R_GF-BNR34_White_(5).jpg","https://upload.wikimedia.org/wikipedia/commons/0/0f/Nissan_Skyline_R34_GT-R_GF-BNR34_White_%285%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Nissan_Skyline_R34_GT-R_GF-BNR34_White_%285%29.jpg/960px-Nissan_Skyline_R34_GT-R_GF-BNR34_White_%285%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0","Damian B Oh","2025-04-11 13:57:18","search: Seoul skyline filetype:bitmap"
"64","고지대 전경","Nissan Skyline R32 GT-R E-BNR32 Crystal White (2)","File:Nissan Skyline R32 GT-R E-BNR32 Crystal White (2).jpg","3859","2894","2025","https://commons.wikimedia.org/wiki/File%3ANissan_Skyline_R32_GT-R_E-BNR32_Crystal_White_(2).jpg","https://upload.wikimedia.org/wikipedia/commons/8/8f/Nissan_Skyline_R32_GT-R_E-BNR32_Crystal_White_%282%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Nissan_Skyline_R32_GT-R_E-BNR32_Crystal_White_%282%29.jpg/960px-Nissan_Skyline_R32_GT-R_E-BNR32_Crystal_White_%282%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0","Damian B Oh","2025-04-11 13:59:07","search: Seoul skyline filetype:bitmap"
